# LMFDB BJT fixture generated by `clgrp build-bjt-fixture`
# seed=20260217
# scan_limit=40000
# generated_unix=1771317392
# r	m	k	line	delta	discriminant	class_number	invariant_factors_csv
7	8	3	35571	1	-805657519	16528	8264,2
7	8	3	35641	1	-805658231	40710	40710
7	8	3	35651	2	-805658327	21351	21351
7	8	3	35665	2	-805658471	31955	31955
7	8	3	35781	2	-805659623	23474	23474
7	8	3	35838	2	-805660183	13282	13282
7	8	3	35854	2	-805660343	23216	23216
7	8	3	35918	1	-805660967	20963	20963
7	8	3	35922	1	-805661015	28800	2400,6,2
7	8	3	35932	1	-805661111	35836	17918,2
7	8	3	35949	2	-805661279	29576	29576
7	8	3	35960	2	-805661383	11964	11964
7	8	3	35978	2	-805661567	22500	22500
7	8	3	36000	1	-805661767	8918	8918
7	8	3	36028	2	-805662047	18694	18694
7	8	3	36062	1	-805662399	27584	6896,4
7	8	3	36104	1	-805662815	25546	25546
7	8	3	36196	2	-805663711	18384	4596,2,2
7	8	3	36265	1	-805664399	29952	7488,4
7	8	3	36285	3	-805664591	42180	42180
7	8	3	36300	2	-805664751	25768	6442,2,2
7	8	3	36335	1	-805665103	12669	12669
7	8	3	36362	1	-805665359	30711	30711
7	8	3	36391	1	-805665639	19584	2448,4,2
7	8	3	36441	1	-805666127	20922	20922
7	8	3	36466	3	-805666391	49300	49300
7	8	3	36483	1	-805666551	23730	23730
7	8	3	36531	1	-805667023	10280	5140,2
7	8	3	36568	2	-805667399	40171	40171
7	8	3	36611	1	-805667815	14848	7424,2
7	8	3	36771	2	-805669415	28556	14278,2
7	8	3	36793	1	-805669615	11718	11718
7	8	3	36823	1	-805669903	16556	8278,2
7	8	3	36827	1	-805669943	17712	4428,2,2
7	8	3	36852	2	-805670207	27973	27973
7	8	3	36898	1	-805670655	27000	6750,2,2
7	8	3	36927	1	-805670935	15336	7668,2
7	8	3	36928	1	-805670943	14392	3598,2,2
7	8	3	36939	1	-805671047	27192	13596,2
7	8	3	37025	1	-805671903	13280	13280
7	8	3	37051	1	-805672167	18264	4566,2,2
7	8	3	37071	1	-805672351	18398	18398
7	8	3	37098	1	-805672615	14712	7356,2
7	8	3	37157	1	-805673199	17900	17900
7	8	3	37161	2	-805673247	12104	3026,2,2
7	8	3	37194	1	-805673559	20848	20848
7	8	3	37201	2	-805673639	26664	26664
7	8	3	37215	2	-805673783	26985	26985
7	8	3	37220	1	-805673831	31248	15624,2
7	8	3	37235	2	-805673983	9024	9024
7	8	3	37253	1	-805674151	20810	20810
7	8	3	37315	1	-805674751	15200	760,10,2
7	8	3	37381	1	-805675407	15968	1996,2,2,2
7	8	3	37432	1	-805675911	30540	15270,2
7	8	3	37502	1	-805676591	33164	16582,2
7	8	3	37503	1	-805676599	19788	9894,2
7	8	3	37543	1	-805677007	9096	4548,2
7	8	3	37663	1	-805678159	20400	10200,2
7	8	3	37714	1	-805678655	26280	13140,2
7	8	3	37717	1	-805678679	25940	12970,2
7	8	3	37740	2	-805678919	35550	35550
7	8	3	37770	1	-805679223	22152	11076,2
7	8	3	37786	2	-805679383	9722	9722
7	8	3	37809	2	-805679623	11624	2906,2,2
7	8	3	37934	1	-805680839	40057	40057
7	8	3	38042	1	-805681919	45040	11260,4
7	8	3	38062	1	-805682119	13948	6974,2
7	8	3	38092	1	-805682431	11944	5972,2
7	8	3	38166	1	-805683151	16564	8282,2
7	8	3	38199	1	-805683479	45079	45079
7	8	3	38203	1	-805683511	23268	23268
7	8	3	38210	2	-805683583	14896	7448,2
7	8	3	38241	1	-805683911	30356	30356
7	8	3	38313	3	-805684615	10770	10770
7	8	3	38326	1	-805684727	20104	5026,2,2
7	8	3	38358	1	-805685055	21120	660,2,2,2,2,2
7	8	3	38365	1	-805685119	14296	14296
7	8	3	38372	2	-805685183	21317	21317
7	8	3	38387	2	-805685327	25248	25248
7	8	3	38398	1	-805685431	14437	14437
7	8	3	38436	2	-805685831	31419	31419
7	8	3	38480	1	-805686247	8042	8042
7	8	3	38481	2	-805686263	16016	16016
7	8	3	38499	1	-805686431	35792	8948,2,2
7	8	3	38625	1	-805687655	27092	27092
7	8	3	38627	1	-805687671	28852	14426,2
7	8	3	38644	1	-805687863	12220	6110,2
7	8	3	38650	2	-805687919	24276	24276
7	8	3	38720	1	-805688615	29560	7390,2,2
7	8	3	38738	2	-805688783	17061	17061
7	8	3	38818	1	-805689559	19828	19828
7	8	3	38845	1	-805689831	21280	5320,4
7	8	3	38847	1	-805689847	10055	10055
7	8	3	38883	1	-805690199	37447	37447
7	8	3	38897	1	-805690327	9724	4862,2
7	8	3	38976	1	-805691111	28426	28426
7	8	3	38977	1	-805691119	22218	22218
7	8	3	39007	1	-805691415	12688	3172,2,2
7	8	3	39083	2	-805692183	16400	8200,2
7	8	3	39202	1	-805693335	16736	2092,2,2,2
7	8	3	39204	1	-805693351	11422	11422
7	8	3	39208	1	-805693399	18216	4554,2,2
7	8	3	39209	1	-805693407	13890	13890
7	8	3	39227	2	-805693583	19132	9566,2
7	8	3	39266	2	-805693983	20450	20450
7	8	3	39291	1	-805694215	15612	7806,2
7	8	3	39349	2	-805694807	18008	18008
7	8	3	39377	1	-805695079	19568	4892,2,2
7	8	3	39414	1	-805695447	15064	7532,2
7	8	3	39446	1	-805695751	14412	7206,2
7	8	3	39466	1	-805695951	17244	8622,2
7	8	3	39467	1	-805695959	42892	42892
7	8	3	39538	1	-805696663	10633	10633
7	8	3	39548	1	-805696751	40513	40513
7	8	3	39714	1	-805698415	11200	2800,2,2
7	8	3	39786	2	-805699119	18972	9486,2
7	8	3	39798	1	-805699247	18024	9012,2
7	8	3	39894	1	-805700191	17631	17631
8	16	0	2	1	-24	2	2
8	16	0	4	1	-56	4	4
8	16	0	19	1	-344	10	10
8	16	0	102	1	-1992	8	4,2
8	16	0	117	1	-2280	16	4,2,2
8	16	0	129	1	-2504	36	36
8	16	0	190	1	-3720	24	6,2,2
8	16	0	260	1	-5144	58	58
8	16	0	289	1	-5656	28	14,2
8	16	0	418	1	-8264	56	56
8	16	0	437	1	-8632	20	10,2
8	16	0	440	1	-8696	64	64
8	16	0	441	2	-8728	22	22
8	16	0	554	2	-10888	20	20
8	16	0	568	2	-11176	24	12,2
8	16	0	889	1	-17528	64	32,2
8	16	0	898	1	-17720	92	46,2
8	16	0	968	2	-19096	40	10,2,2
8	16	0	972	1	-19160	48	24,2
8	16	0	1163	1	-22952	88	44,2
8	16	0	1183	1	-23384	76	38,2
8	16	0	1229	2	-24280	36	18,2
8	16	0	1252	2	-24712	32	32
8	16	0	1270	1	-25048	24	12,2
8	16	0	1354	1	-26696	104	52,2
8	16	0	1372	1	-27032	80	40,2
8	16	0	1393	2	-27448	24	12,2
8	16	0	1415	1	-27896	84	42,2
8	16	0	1450	1	-28568	50	50
8	16	0	1473	1	-29048	72	72
8	16	0	1502	1	-29576	116	116
8	16	0	1505	1	-29656	44	22,2
8	16	0	1518	1	-29928	64	16,2,2
8	16	0	1544	2	-30472	44	22,2
8	16	0	1610	1	-31720	56	14,2,2
8	16	0	1621	1	-31976	136	68,2
8	16	0	1622	1	-31992	48	12,2,2
8	16	0	1653	1	-32584	60	60
8	16	0	1689	1	-33288	64	8,4,2
8	16	0	1715	1	-33832	30	30
8	16	0	1744	1	-34392	52	26,2
8	16	0	1777	1	-35048	112	56,2
8	16	0	1889	3	-37256	112	112
8	16	0	1959	1	-38632	56	28,2
8	16	0	1963	1	-38712	36	18,2
8	16	0	1965	1	-38744	168	84,2
8	16	0	1976	1	-38936	112	56,2
8	16	0	2004	1	-39512	56	28,2
8	16	0	2055	1	-40568	84	42,2
8	16	0	2115	1	-41720	136	34,2,2
8	16	0	2180	1	-43032	64	16,2,2
8	16	0	2198	1	-43368	80	20,2,2
8	16	0	2255	1	-44520	64	8,2,2,2
8	16	0	2343	1	-46232	102	102
8	16	0	2478	1	-48872	92	46,2
8	16	0	2486	2	-49048	50	50
8	16	0	2518	1	-49672	56	28,2
8	16	0	2543	3	-50216	182	182
8	16	0	2563	2	-50584	70	70
8	16	0	2724	1	-53752	72	72
8	16	0	2738	1	-54040	56	14,2,2
8	16	0	2762	3	-54520	48	12,2,2
8	16	0	2820	1	-55736	116	116
8	16	0	2902	1	-57320	116	58,2
8	16	0	2905	1	-57368	80	40,2
8	16	0	2911	1	-57496	118	118
8	16	0	2927	3	-57832	58	58
8	16	0	2938	1	-58024	62	62
8	16	0	2974	1	-58744	80	40,2
8	16	0	3018	1	-59592	48	12,2,2
8	16	0	3040	1	-60008	84	42,2
8	16	0	3068	1	-60520	64	16,2,2
8	16	0	3085	1	-60888	56	14,2,2
8	16	0	3109	1	-61336	56	14,2,2
8	16	0	3159	1	-62312	142	142
8	16	0	3197	1	-63048	64	16,2,2
8	16	0	3213	1	-63352	40	40
8	16	0	3217	1	-63464	98	98
8	16	0	3246	1	-64056	88	22,2,2
8	16	0	3257	1	-64264	68	34,2
8	16	0	3261	1	-64344	80	20,2,2
8	16	0	3293	1	-64968	56	28,2
8	16	0	3338	1	-65848	68	68
8	16	0	3353	1	-66120	96	12,2,2,2
8	16	0	3382	1	-66696	72	18,2,2
8	16	0	3507	1	-69176	156	156
8	16	0	3525	1	-69544	94	94
8	16	0	3573	1	-70440	96	24,2,2
8	16	0	3580	1	-70568	110	110
8	16	0	3632	1	-71592	80	20,2,2
8	16	0	3777	1	-74472	88	22,2,2
8	16	0	3827	1	-75480	112	14,2,2,2
8	16	0	3834	1	-75608	88	44,2
8	16	0	3947	1	-77864	234	234
8	16	0	3990	1	-78680	160	40,2,2
8	16	0	4020	1	-79256	106	106
8	16	0	4028	3	-79432	60	60
8	16	0	4113	1	-81112	46	46
8	16	0	4182	2	-82488	88	22,2,2
8	16	0	4225	2	-83320	100	50,2
8	16	0	4243	1	-83688	72	18,2,2
8	16	0	4251	1	-83864	116	58,2
8	16	0	4292	1	-84680	96	24,2,2
8	16	0	4340	1	-85640	108	54,2
8	16	0	4408	1	-86968	56	28,2
8	16	0	4423	1	-87256	76	38,2
8	16	0	4433	3	-87496	104	104
8	16	0	4441	2	-87640	56	14,2,2
8	16	0	4442	1	-87656	186	186
8	16	0	4487	1	-88536	128	16,2,2,2
8	16	0	4559	1	-89992	48	24,2
8	16	0	4575	1	-90328	84	42,2
8	16	0	4606	2	-90952	60	60
8	16	0	4627	2	-91352	132	66,2
8	16	0	4638	1	-91576	84	84
8	16	0	4670	2	-92216	180	180
8	16	0	4677	1	-92344	80	20,2,2
8	16	0	4699	1	-92760	128	16,4,2
8	16	0	4717	1	-93128	152	76,2
8	16	0	4785	2	-94488	64	16,2,2
8	16	0	4796	1	-94712	96	96
8	16	0	4860	1	-95944	120	60,2
8	16	0	5050	1	-99688	64	32,2
8	16	0	5056	1	-99832	64	64
8	16	0	5083	1	-100376	246	246
8	16	0	5102	3	-100760	168	42,2,2
8	16	0	5127	1	-101256	96	48,2
8	16	0	5169	1	-102088	64	32,2
8	16	0	5226	2	-103192	70	70
8	16	0	5265	1	-103976	196	98,2
8	16	0	5314	1	-104936	252	42,6
8	16	0	5323	1	-105112	72	36,2
8	16	0	5333	1	-105288	80	20,2,2
8	16	0	5347	1	-105592	44	22,2
8	16	0	5352	1	-105688	52	26,2
8	16	0	5387	2	-106360	52	26,2
8	16	0	5402	2	-106648	62	62
8	16	0	5409	1	-106760	200	50,2,2
8	16	0	5415	1	-106904	208	52,2,2
8	16	0	5453	1	-107672	116	58,2
8	16	0	5468	1	-107976	144	36,2,2
8	16	0	5471	1	-108024	96	24,2,2
8	16	0	5503	3	-108680	192	24,2,2,2
8	16	0	5512	1	-108840	112	28,2,2
8	16	0	5525	2	-109096	64	32,2
8	16	0	5584	2	-110216	176	88,2
8	16	0	5631	1	-111128	212	106,2
8	16	0	5643	1	-111352	80	40,2
8	16	0	5653	1	-111560	124	62,2
8	16	0	5707	1	-112664	262	262
8	16	0	5730	1	-113096	184	92,2
8	16	0	5768	2	-113816	292	146,2
8	16	0	5775	1	-113944	114	114
8	16	0	5802	1	-114488	188	94,2
8	16	0	5836	1	-115176	208	104,2
8	16	0	6026	1	-118920	120	30,2,2
8	16	0	6073	1	-119848	60	30,2
8	16	0	6248	1	-123320	188	94,2
8	16	0	6256	2	-123496	116	58,2
8	16	0	6261	1	-123576	176	44,2,2
8	16	0	6307	1	-124472	236	236
8	16	0	6358	1	-125480	180	90,2
8	16	0	6384	1	-126008	132	66,2
8	16	0	6431	1	-126920	272	68,2,2
8	16	0	6540	1	-129128	198	198
8	16	0	6592	2	-130120	76	38,2
8	16	0	6601	1	-130296	192	48,2,2
8	16	0	6609	1	-130440	120	30,2,2
8	16	0	6625	1	-130760	152	38,2,2
8	16	0	6724	1	-132728	144	36,4
8	16	0	6725	1	-132744	216	108,2
8	16	0	6732	1	-132872	176	44,4
8	16	0	6735	1	-132936	144	36,2,2
8	16	0	6794	1	-134072	124	124
8	16	0	6809	1	-134360	144	72,2
8	16	0	6821	1	-134632	66	66
8	16	0	6859	1	-135336	160	80,2
8	16	0	6882	1	-135784	140	70,2
8	16	0	7043	1	-138952	48	24,2
8	16	0	7063	1	-139384	96	24,2,2
8	16	0	7140	2	-140920	88	22,2,2
8	16	0	7169	2	-141528	100	50,2
8	16	0	7232	1	-142744	136	68,2
8	16	0	7273	1	-143544	108	54,2
8	16	0	7414	1	-146312	184	184
8	16	0	7439	1	-146776	100	10,10
8	16	0	7478	1	-147560	224	28,2,2,2
8	16	0	7513	1	-148280	144	36,2,2
8	16	0	7514	1	-148296	96	24,2,2
8	16	0	7552	1	-149048	136	68,2
8	16	0	7569	2	-149368	56	56
8	16	0	7594	1	-149864	184	46,2,2
8	16	0	7653	1	-151080	152	38,2,2
8	16	0	7734	1	-152648	132	132
8	16	0	7801	1	-153960	144	36,2,2
8	16	0	7802	1	-153976	84	42,2
8	16	0	7846	2	-154888	104	52,2
8	16	0	7920	1	-156360	104	26,2,2
8	16	0	7982	1	-157576	108	108
8	16	0	8004	1	-158024	308	308
8	16	0	8064	1	-159176	340	170,2
8	16	0	8065	2	-159208	72	12,6
8	16	0	8132	1	-160520	260	130,2
8	16	0	8146	2	-160792	68	34,2
8	16	0	8255	1	-162968	100	50,2
8	16	0	8268	1	-163208	152	76,2
8	16	0	8292	1	-163704	152	38,2,2
8	16	0	8312	1	-164056	106	106
8	16	0	8313	1	-164072	182	182
8	16	0	8346	1	-164776	156	78,2
8	16	0	8377	1	-165432	72	18,2,2
8	16	0	8397	1	-165784	136	34,2,2
8	16	0	8416	1	-166152	112	14,2,2,2
8	16	0	8424	1	-166328	176	44,4
8	16	0	8436	2	-166552	64	32,2
8	16	0	8474	2	-167272	112	28,2,2
8	16	0	8475	1	-167288	180	90,2
8	16	0	8508	1	-167928	124	62,2
8	16	0	8547	1	-168680	196	98,2
8	16	0	8551	1	-168760	84	42,2
8	16	0	8567	1	-169096	88	44,2
8	16	0	8638	1	-170472	88	44,2
8	16	0	8647	1	-170664	128	32,2,2
8	16	0	8658	2	-170872	64	16,2,2
8	16	0	8711	1	-171912	144	18,2,2,2
8	16	0	8722	1	-172120	80	20,2,2
8	16	0	8784	2	-173320	120	30,2,2
8	16	0	8903	1	-175672	80	20,4
8	16	0	8943	1	-176456	240	60,2,2
8	16	0	8950	1	-176584	76	76
8	16	0	9062	1	-178840	120	30,2,2
8	16	0	9122	1	-180040	120	30,2,2
8	16	0	9137	1	-180328	70	70
8	16	0	9333	1	-184168	114	114
8	16	0	9358	1	-184664	276	138,2
8	16	0	9367	2	-184840	140	70,2
8	16	0	9397	1	-185448	152	76,2
8	16	0	9415	1	-185768	136	68,2
8	16	0	9416	1	-185784	148	74,2
8	16	0	9420	1	-185880	120	30,2,2
8	16	0	9425	1	-185960	176	88,2
8	16	0	9447	1	-186392	232	116,2
8	16	0	9458	2	-186616	168	168
8	16	0	9473	1	-186904	100	10,10
8	16	0	9614	1	-189656	340	170,2
8	16	0	9670	1	-190792	112	56,2
8	16	0	9675	2	-190888	100	50,2
8	16	0	9694	1	-191256	200	50,2,2
8	16	0	9695	1	-191272	66	66
8	16	0	9712	2	-191608	84	42,2
8	16	0	9713	1	-191624	320	40,8
8	16	0	9873	1	-194808	116	58,2
8	16	0	9877	1	-194888	136	68,2
8	16	0	9953	2	-196408	92	92
8	16	0	9988	1	-197112	96	24,2,2
8	16	0	10010	1	-197560	112	28,2,2
8	16	0	10045	1	-198248	150	150
8	16	0	10136	1	-200024	276	138,2
8	16	0	10158	1	-200456	240	240
8	16	0	10178	1	-200840	308	154,2
8	16	0	10243	1	-202152	120	60,2
8	16	0	10276	1	-202808	140	70,2
8	16	0	10298	1	-203224	112	28,2,2
8	16	0	10338	2	-203992	148	74,2
8	16	0	10363	1	-204504	184	92,2
8	16	0	10379	1	-204808	80	80
8	16	0	10399	1	-205224	200	50,2,2
8	16	0	10497	1	-207112	112	112
8	16	0	10537	1	-207896	336	168,2
8	16	0	10580	1	-208776	208	104,2
8	16	0	10627	1	-209688	120	60,2
8	16	0	10685	1	-210856	130	130
8	16	0	10690	1	-210952	96	48,2
8	16	0	10741	1	-211944	184	92,2
8	16	0	10764	1	-212424	192	48,2,2
8	16	0	10820	1	-213544	102	102
8	16	0	10953	1	-216168	140	70,2
8	16	0	10964	1	-216392	144	72,2
8	16	0	11038	1	-217832	256	128,2
8	16	0	11048	1	-218008	88	22,2,2
8	16	0	11107	1	-219160	120	60,2
8	16	0	11138	1	-219768	204	102,2
8	16	0	11154	1	-220088	120	30,2,2
8	16	0	11198	1	-220952	204	102,2
8	16	0	11286	2	-222712	96	24,2,2
8	16	0	11288	1	-222744	116	58,2
8	16	0	11327	1	-223544	380	380
8	16	0	11373	1	-224488	112	56,2
8	16	0	11412	1	-225224	352	176,2
8	16	0	11437	1	-225704	368	184,2
8	16	0	11531	1	-227576	392	392
8	16	0	11642	1	-229784	246	246
8	16	0	11709	1	-231112	88	44,2
8	16	0	11727	1	-231464	266	266
8	16	0	11844	1	-233752	96	48,2
8	16	0	11973	1	-236280	128	16,2,2,2
8	16	0	12041	1	-237576	224	56,2,2
8	16	0	12063	1	-238008	136	34,2,2
8	16	0	12090	2	-238552	98	98
8	16	0	12130	1	-239352	100	50,2
8	16	0	12154	1	-239864	264	264
8	16	0	12204	1	-240808	112	56,2
8	16	0	12206	2	-240856	128	16,2,2,2
8	16	0	12249	2	-241720	156	78,2
8	16	0	12342	1	-243544	144	72,2
8	16	0	12352	2	-243736	166	166
8	16	0	12476	2	-246184	122	122
8	16	0	12496	1	-246552	160	80,2
8	16	0	12528	3	-247208	196	98,2
8	16	0	12566	1	-247976	192	96,2
8	16	0	12604	1	-248712	144	36,2,2
8	16	0	12610	1	-248840	180	90,2
8	16	0	12632	1	-249288	160	20,2,2,2
8	16	0	12691	1	-250456	126	126
8	16	0	12704	2	-250728	104	26,2,2
8	16	0	12770	1	-252104	384	384
8	16	0	12790	1	-252472	112	28,2,2
8	16	0	12857	2	-253816	216	216
8	16	0	12882	1	-254280	144	18,2,2,2
8	16	0	12900	2	-254680	132	66,2
8	16	0	12926	1	-255160	124	62,2
8	16	0	12979	2	-256216	134	134
8	16	0	13002	1	-256712	152	152
8	16	0	13133	2	-259288	102	102
8	16	0	13186	1	-260312	300	150,2
8	16	0	13280	2	-262168	70	70
8	16	0	13285	1	-262280	240	60,2,2
8	16	0	13296	1	-262520	212	106,2
8	16	0	13353	2	-263656	142	142
8	16	0	13358	2	-263752	104	104
8	16	0	13467	1	-265864	128	64,2
8	16	0	13478	1	-266088	144	72,2
8	16	0	13532	1	-267160	136	68,2
8	16	0	13626	1	-268984	124	124
8	16	0	13645	2	-269416	168	42,2,2
8	16	0	13807	2	-272536	224	56,2,2
8	16	0	13873	1	-273784	192	96,2
8	16	0	14018	1	-276760	128	16,2,2,2
8	16	0	14037	1	-277112	240	60,2,2
8	16	0	14041	1	-277224	324	162,2
8	16	0	14042	1	-277240	176	44,2,2
8	16	0	14141	1	-279128	176	44,2,2
8	16	0	14158	1	-279464	456	228,2
8	16	0	14171	1	-279704	438	438
8	16	0	14185	1	-279992	232	116,2
8	16	0	14199	3	-280312	92	46,2
8	16	0	14210	1	-280504	176	44,4
8	16	0	14252	1	-281336	456	114,2,2
8	16	0	14351	1	-283288	112	56,2
8	16	0	14383	1	-283960	152	38,2,2
8	16	0	14486	1	-286008	104	26,2,2
8	16	0	14521	1	-286680	168	42,2,2
8	16	0	14582	1	-287848	84	42,2
8	16	0	14609	1	-288392	288	72,2,2
8	16	0	14650	1	-289176	264	132,2
8	16	0	14662	2	-289448	244	122,2
8	16	0	14757	1	-291288	136	34,2,2
8	16	0	14871	1	-293576	396	396
8	16	0	14904	1	-294232	90	90
8	16	0	14905	1	-294248	194	194
8	16	0	14981	1	-295736	296	148,2
8	16	0	15033	1	-296776	188	188
8	16	0	15078	1	-297656	284	142,2
8	16	0	15079	1	-297672	120	30,2,2
8	16	0	15089	2	-297880	96	24,2,2
8	16	0	15142	1	-298952	212	212
8	16	0	15146	1	-299048	240	120,2
8	16	0	15153	1	-299208	192	24,2,2,2
8	16	0	15168	1	-299496	184	92,2
8	16	0	15228	2	-300680	228	114,2
8	16	0	15232	2	-300760	136	34,2,2
8	16	0	15253	1	-301160	352	176,2
8	16	0	15274	1	-301592	134	134
8	16	0	15302	1	-302120	240	30,2,2,2
8	16	0	15309	1	-302280	240	30,2,2,2
8	16	0	15383	1	-303736	216	216
8	16	0	15419	1	-304408	108	54,2
8	16	0	15462	1	-305240	288	36,4,2
8	16	0	15475	2	-305512	78	78
8	16	0	15508	1	-306120	184	46,2,2
8	16	0	15519	2	-306376	144	72,2
8	16	0	15555	1	-307112	148	74,2
8	16	0	15565	1	-307288	76	38,2
8	16	0	15585	1	-307688	306	306
8	16	0	15621	1	-308360	352	88,2,2
8	16	0	15690	1	-309784	190	190
8	16	0	15695	1	-309896	284	284
8	16	0	15728	2	-310552	88	44,2
8	16	0	15745	1	-310920	128	32,2,2
8	16	0	15933	1	-314536	274	274
8	16	0	15971	1	-315320	236	118,2
8	16	0	15972	1	-315336	232	58,2,2
8	16	0	16076	2	-317464	196	98,2
8	16	0	16116	1	-318264	160	40,2,2
8	16	0	16151	1	-318936	232	58,2,2
8	16	0	16237	1	-320664	152	38,2,2
8	16	0	16316	1	-322168	136	34,2,2
8	16	0	16342	1	-322680	144	36,2,2
8	16	0	16431	1	-324408	128	32,2,2
8	16	0	16467	1	-325112	280	280
8	16	0	16615	1	-328040	240	60,2,2
8	16	0	16722	2	-330104	280	280
8	16	0	16795	2	-331576	128	16,4,2
8	16	0	16872	1	-333064	208	52,2,2
8	16	0	16894	1	-333480	192	24,2,2,2
8	16	0	16896	1	-333512	168	84,2
8	16	0	16924	1	-334088	288	96,3
8	16	0	16927	1	-334136	492	246,2
8	16	0	17017	2	-335960	256	32,4,2
8	16	0	17032	1	-336248	300	150,2
8	16	0	17037	1	-336344	298	298
8	16	0	17094	1	-337448	310	310
8	16	0	17123	1	-338024	256	64,2,2
8	16	0	17152	1	-338584	126	126
8	16	0	17249	2	-340504	184	92,2
8	16	0	17269	1	-340888	102	102
8	16	0	17362	1	-342712	140	140
8	16	0	17378	2	-343016	292	146,2
8	16	0	17387	1	-343192	130	130
8	16	0	17393	1	-343304	284	142,2
8	16	0	17400	1	-343448	232	116,2
8	16	0	17614	1	-347656	180	180
8	16	0	17621	2	-347816	480	240,2
8	16	0	17631	1	-348008	192	96,2
8	16	0	17684	1	-349032	184	92,2
8	16	0	17693	1	-349208	242	242
8	16	0	17712	1	-349608	200	50,2,2
8	16	0	17725	2	-349864	140	70,2
8	16	0	17784	2	-351016	200	50,2,2
8	16	0	17802	1	-351352	100	50,2
8	16	0	17803	1	-351368	336	168,2
8	16	0	17890	1	-353080	192	24,2,2,2
8	16	0	17977	3	-354776	288	144,2
8	16	0	18026	2	-355768	128	32,4
8	16	0	18047	1	-356152	140	140
8	16	0	18062	1	-356456	236	118,2
8	16	0	18074	1	-356712	160	40,2,2
8	16	0	18181	1	-358808	178	178
8	16	0	18223	1	-359624	300	300
8	16	0	18328	1	-361736	240	120,2
8	16	0	18368	1	-362504	432	108,4
8	16	0	18490	1	-364872	160	40,2,2
8	16	0	18493	1	-364920	280	70,2,2
8	16	0	18509	2	-365272	126	126
8	16	0	18568	1	-366376	248	124,2
8	16	0	18577	1	-366584	320	320
8	16	0	18622	1	-367496	432	216,2
8	16	0	18694	1	-368936	396	198,2
8	16	0	18730	1	-369624	284	142,2
8	16	0	18769	1	-370392	144	18,2,2,2
8	16	0	18798	1	-370952	248	124,2
8	16	0	18805	1	-371096	392	196,2
8	16	0	18886	1	-372712	134	134
8	16	0	18924	1	-373448	360	360
8	16	0	18955	2	-374056	142	142
8	16	0	19028	2	-375496	224	56,2,2
8	16	0	19088	1	-376680	192	24,2,2,2
8	16	0	19089	1	-376696	168	168
8	16	0	19093	2	-376792	176	88,2
8	16	0	19162	1	-378104	384	48,8
8	16	0	19176	1	-378408	168	84,2
8	16	0	19322	2	-381256	152	152
8	16	0	19332	1	-381464	348	174,2
8	16	0	19375	1	-382312	128	64,2
8	16	0	19385	1	-382504	220	110,2
8	16	0	19451	2	-383848	158	158
8	16	0	19462	1	-384040	152	76,2
8	16	0	19481	1	-384440	344	86,2,2
8	16	0	19498	1	-384760	220	110,2
8	16	0	19499	1	-384776	360	180,2
8	16	0	19524	1	-385256	370	370
8	16	0	19546	2	-385720	164	82,2
8	16	0	19574	1	-386328	196	98,2
8	16	0	19608	1	-386968	114	114
8	16	0	19619	1	-387208	180	90,2
8	16	0	19657	1	-387944	324	162,2
8	16	0	19692	1	-388664	492	246,2
8	16	0	19736	1	-389512	140	70,2
8	16	0	19754	1	-389848	150	150
8	16	0	19765	1	-390088	180	180
8	16	0	19801	1	-390792	256	64,2,2
8	16	0	19817	1	-391112	176	176
8	16	0	19891	1	-392536	148	74,2
8	16	0	20012	1	-394904	462	462
8	16	0	20023	1	-395144	336	336
8	16	0	20032	1	-395304	256	32,2,2,2
8	16	0	20078	1	-396264	208	26,2,2,2
8	16	0	20089	1	-396472	172	172
8	16	0	20117	1	-397032	192	48,2,2
8	16	0	20133	1	-397336	186	186
8	16	0	20161	1	-397912	90	90
8	16	0	20262	1	-399880	152	38,2,2
8	16	0	20349	1	-401576	408	102,2,2
8	16	0	20523	1	-404984	448	56,4,2
8	16	0	20535	1	-405208	162	162
8	16	0	20536	2	-405240	224	28,2,2,2
8	16	0	20596	1	-406392	208	26,2,2,2
8	16	0	20632	1	-407128	102	102
8	16	0	20643	1	-407368	148	74,2
8	16	0	20688	1	-408296	320	80,2,2
8	16	0	20762	1	-409736	512	512
8	16	0	20835	1	-411176	476	238,2
8	16	0	21040	1	-415256	438	438
8	16	0	21078	1	-415992	180	90,2
8	16	0	21097	1	-416344	196	98,2
8	16	0	21114	2	-416680	184	46,2,2
8	16	0	21123	1	-416856	280	70,2,2
8	16	0	21132	1	-417048	136	68,2
8	16	0	21185	2	-418120	156	78,2
8	16	0	21209	2	-418616	416	104,2,2
8	16	0	21224	1	-418904	398	398
8	16	0	21273	1	-419880	256	64,2,2
8	16	0	21372	1	-421784	508	254,2
8	16	0	21393	3	-422216	320	160,2
8	16	0	21473	2	-423816	264	132,2
8	16	0	21476	2	-423880	140	70,2
8	16	0	21487	1	-424072	144	36,2,2
8	16	0	21512	1	-424568	224	56,4
8	16	0	21565	1	-425624	324	162,2
8	16	0	21626	1	-426776	388	194,2
8	16	0	21685	1	-427976	620	310,2
8	16	0	21694	1	-428136	220	110,2
8	16	0	21703	1	-428312	248	124,2
8	16	0	21737	1	-429032	210	210
8	16	0	21746	2	-429208	180	90,2
8	16	0	21758	1	-429448	156	156
8	16	0	21774	1	-429736	226	226
8	16	0	21790	2	-430072	104	104
